timestamp,balance,equity,yesterday_high,daily_dd,open_trades,unrealized_pnl
2023-03-13 12:00:00+00:00,58712.700000000004,58523.4873520808,61329.79352554963,4.575763282652718,23,-189.21264791920316
2023-03-13 14:00:00+00:00,58712.700000000004,58501.214833265694,61329.79352554963,4.6120792679753,23,-211.48516673431268
2023-03-17 12:00:00+00:00,57787.13000000001,57764.91307902596,60363.91704889904,4.305558845307713,29,-22.2169209740496
2023-03-17 17:00:00+00:00,57787.13000000001,57507.28375550632,60363.91704889904,4.732352426829166,29,-279.84624449368766
2023-03-17 18:00:00+00:00,57787.13000000001,57547.29740284266,60363.91704889904,4.666065066279114,29,-239.8325971573538
2023-05-04 13:00:00+00:00,79865.16000000002,82326.98287519994,86146.31126846453,4.433536778332983,53,2461.822875199923
2023-05-04 14:00:00+00:00,79865.16000000002,81880.97469508409,86146.31126846453,4.9512701247161175,53,2015.8146950840787
2023-05-04 15:00:00+00:00,79865.16000000002,81614.41733908355,86146.31126846453,5.26069411754368,53,1749.2573390835246
2023-05-04 16:00:00+00:00,79865.16000000002,81094.6356152945,86146.31126846453,5.864064959702224,53,1229.4756152944742
2023-05-04 17:00:00+00:00,79865.16000000002,81037.10921386327,86146.31126846453,5.930842515913485,53,1171.9492138632445
2023-05-04 18:00:00+00:00,79865.16000000002,81404.7659843638,86146.31126846453,5.504060724462461,53,1539.6059843637756
2023-05-04 19:00:00+00:00,79865.16000000002,81716.63735933405,86146.31126846453,5.142035502049456,53,1851.477359334041
2023-05-04 20:00:00+00:00,79865.16000000002,81680.84739559947,86146.31126846453,5.183581057752995,53,1815.6873955994572
2023-07-27 17:00:00+00:00,97584.18,95084.62443776452,100910.33265952033,5.773153321585232,55,-2499.555562235473
2023-07-27 18:00:00+00:00,97584.18,93949.92847479512,100910.33265952033,6.897612961211988,55,-3634.2515252048734
2023-07-27 19:00:00+00:00,97584.18,92752.84803728625,100910.33265952033,8.083894292329893,55,-4831.331962713738
2023-07-27 20:00:00+00:00,97584.18,94203.00687397877,100910.33265952033,6.646817633802299,55,-3381.1731260212296
2023-07-27 21:00:00+00:00,94324.61999999998,92987.96627251866,100910.33265952033,7.850897106575171,53,-1336.653727481322
2023-07-27 22:00:00+00:00,94324.61999999998,92374.334122828,100910.33265952033,8.458993555688172,53,-1950.2858771719712
2023-07-27 23:00:00+00:00,94324.61999999998,91656.65294581154,100910.33265952033,9.170200384663731,53,-2667.967054188442
2024-05-01 20:00:00+00:00,150259.9600000002,153293.11447632825,164408.1095325122,6.760612410050203,56,3033.1544763280685
2024-05-01 21:00:00+00:00,149601.1800000002,153212.5263418925,164408.1095325122,6.80962953862428,58,3611.346341892291
2024-05-01 22:00:00+00:00,149601.1800000002,157234.91486750715,164408.1095325122,4.363041875125102,58,7633.734867506954
2024-05-02 14:00:00+00:00,149601.1800000002,151848.0508541356,159384.3831438059,4.728400700883338,59,2246.8708541354094
2024-05-02 15:00:00+00:00,149601.1800000002,151324.09092658764,159384.3831438059,5.057140516675209,59,1722.9109265874297
2024-05-02 16:00:00+00:00,149601.1800000002,151452.66426837238,159384.3831438059,4.976471796660945,59,1851.4842683721909
2024-05-02 17:00:00+00:00,149601.1800000002,150194.60289304075,159384.3831438059,5.765797168768783,59,593.4228930405504
2024-05-02 18:00:00+00:00,149601.1800000002,149118.87205477362,159384.3831438059,6.440725801705516,59,-482.307945226574
2024-05-02 19:00:00+00:00,149601.1800000002,149676.47787062847,159384.3831438059,6.090876083146985,59,75.29787062828248
2024-05-02 20:00:00+00:00,149601.1800000002,151217.72081010413,159384.3831438059,5.1238786213661385,59,1616.5408101039457
2024-05-02 22:00:00+00:00,150785.30000000025,152392.98363394276,159384.3831438059,4.386502223091138,51,1607.68363394252
2024-05-02 23:00:00+00:00,150785.30000000025,152255.12900546458,159384.3831438059,4.472994152701203,51,1469.8290054643376
