date,start_balance,daily_dd_base,min_equity_allowed,lowest_equity,max_daily_dd_pct
2023-05-11,75100.41000000003,75100.41000000003,71345.38950000003,72024.4329923898,4.095819194076607
2023-05-12,73914.94000000003,73914.94000000003,70219.19300000003,72645.8599935055,1.7169465421936831
2023-05-13,74145.03000000003,74145.03000000003,70437.77850000003,73621.97324554487,0.7054508636049636
2023-05-14,74145.03000000003,74145.03000000003,70437.77850000003,73520.05112767345,0.8429140460615915
2023-05-15,74145.03000000003,74145.03000000003,70437.77850000003,73215.68366033383,1.2534169042297196
2023-05-16,74145.03000000003,74145.03000000003,70437.77850000003,73184.32349484481,1.2957126123695946
2023-05-17,74145.03000000003,74145.03000000003,70437.77850000003,72510.60613738197,2.2043606464493424
2023-05-18,73935.03000000003,73935.03000000003,70238.27850000003,72049.67824482605,2.550011483290097
2023-05-19,73188.08000000003,73188.08000000003,69528.67600000002,71127.50524753553,2.815451303633729
2023-05-20,73222.78000000004,73222.78000000004,69561.64100000003,71931.6045849003,1.7633520812781804
2023-05-21,73222.78000000004,73222.78000000004,69561.64100000003,71931.6045849003,1.7633520812781804
2023-05-22,73222.78000000004,73222.78000000004,69561.64100000003,72136.10808823543,1.1411711818813992
2023-05-23,73177.84000000004,73177.84000000004,69518.94800000003,72179.76911309635,1.3638977139851207
2023-05-24,73792.84000000004,73792.84000000004,70103.19800000003,73211.7848243241,0.4104092640879458
2023-05-25,75821.77000000003,75956.9659181329,72159.11762222626,75734.76270362962,0.29253829693879413
2023-05-26,76028.77000000003,76367.04692936937,72548.6945829009,76126.09992668028,0.315511745415454
2023-05-27,76235.77000000003,76405.02916663533,72584.77770830356,76370.65358831087,0.04499125083701582
2023-05-28,76235.77000000003,76405.02916663533,72584.77770830356,75911.99299206269,0.6452928294776966
2023-05-29,75860.27000000003,75898.88765850115,72103.94327557608,75308.6396793608,0.7776767187894805
2023-05-30,75467.61000000003,75467.61000000003,71694.22950000003,75289.1755437004,0.2364384618773889
2023-05-31,75674.61000000003,76166.42182179315,72358.10073070349,75933.26259828359,0.30611812650866416
2023-06-01,76088.61000000006,76387.01866324298,72567.66773008084,75063.81469690398,1.7322366934785491
2023-06-02,76502.61000000006,76502.61000000006,72677.47950000006,74722.65765847998,2.326655706936117
2023-06-03,75458.61000000006,75458.61000000006,71685.67950000006,75210.62598972656,0.3286358048120727
2023-06-04,75458.61000000006,75458.61000000006,71685.67950000006,75196.7370546236,0.3470418357513521
2023-06-05,75458.61000000006,75458.61000000006,71685.67950000006,73888.77530085795,2.080391752700072
2023-06-06,74091.02000000006,74314.66669402453,70598.9333593233,72781.38054499688,2.0632349134265087
2023-06-07,73306.42000000006,73306.42000000006,69641.09900000005,72900.05578635928,0.5543364600819031
2023-06-08,73720.42000000004,73720.42000000004,70034.39900000003,72777.41991784755,1.2791572296420552
2023-06-09,74341.42000000004,74341.42000000004,70624.34900000003,73201.7572624223,1.533011795547819
2023-06-10,73924.42000000004,73924.42000000004,70228.19900000004,72102.52774714609,2.4645337127487155
2023-06-11,72768.86000000004,72768.86000000004,69130.41700000004,72102.52774714609,0.9156832371071322
2023-06-12,73182.86000000007,73182.86000000007,69523.71700000006,72295.16334121574,1.2129843774680757
2023-06-13,73179.86000000007,73179.86000000007,69520.86700000007,72517.58534507992,0.9049957938156127
2023-06-14,73593.86000000007,73593.86000000007,69914.16700000006,72891.11275528248,0.9548992874101131
2023-06-15,73593.86000000007,74028.50182707365,70327.07673571997,73761.1642922949,0.36112784695175465
2023-06-16,74376.50000000007,74661.80730444784,70928.71693922544,74661.80730444784,0.0
2023-06-17,75787.68000000007,75787.68000000007,71998.29600000006,75475.67746107318,0.4116797597272863
2023-06-18,75787.68000000007,75787.68000000007,71998.29600000006,75475.67746107318,0.4116797597272863
2023-06-19,75787.68000000007,75787.68000000007,71998.29600000006,75265.75897690137,0.6886620927025253
2023-06-20,75787.68000000007,75787.68000000007,71998.29600000006,74897.79906202685,1.1741762486636498
2023-06-21,76224.01000000005,76224.01000000005,72412.80950000005,74285.86818236449,2.542692017430681
2023-06-22,75108.26000000007,75108.26000000007,71352.84700000007,74750.58862186104,0.47620778079405346
2023-06-23,75315.26000000007,75883.32966719165,72089.16318383206,75553.27600747954,0.4349488367994077
2023-06-24,75729.26000000007,75729.26000000007,71942.79700000006,75672.41666198769,0.0
2023-06-25,76788.66000000006,76788.66000000006,72949.22700000006,76515.13290504384,0.35620766784604035
2023-06-26,76788.66000000006,76788.66000000006,72949.22700000006,76640.0079772344,0.0
2023-06-27,77851.65000000007,77851.65000000007,73959.06750000006,76467.59206342296,1.777814518481125
2023-06-28,77434.65000000007,77434.65000000007,73562.91750000005,76398.41127557989,1.338210638803405
2023-06-29,78055.65000000007,78055.65000000007,74152.86750000007,77035.10167348268,1.3074624662242664
2023-06-30,77845.65000000007,77845.65000000007,73953.36750000007,76798.78323539677,1.3447980260981804
2023-07-01,77869.44000000006,77869.44000000006,73975.96800000005,77661.79348099463,0.26665983344098715
2023-07-02,77869.44000000006,77869.44000000006,73975.96800000005,77661.79348099463,0.26665983344098715
2023-07-03,77869.44000000006,77882.94811923291,73988.80071327127,77157.27046309262,0.9317542204865399
2023-07-04,78076.44000000006,78658.63465423917,74725.7029215272,78137.82041012697,0.6621196088662787
2023-07-05,78697.44000000006,78697.44000000006,74762.56800000006,78000.64545275962,0.885409420230745
2023-07-06,79111.44000000006,79456.2688465757,75483.45540424691,78344.0489274085,1.3997887584110114
2023-07-07,80767.44000000006,80767.44000000006,76729.06800000006,78707.01009376718,2.5510650160917288
2023-07-08,80140.44000000006,80140.44000000006,76133.41800000005,79448.01053976247,0.8640200381200651
2023-07-09,80140.44000000006,80140.44000000006,76133.41800000005,79448.01053976247,0.8640200381200651
2023-07-10,80140.44000000006,80140.44000000006,76133.41800000005,79381.70707481442,0.9467541296075266
2023-07-11,80347.44000000006,80347.44000000006,76330.06800000006,79285.90195302272,1.321184653770346
2023-07-12,80965.44000000006,80965.44000000006,76917.16800000005,78133.69356546007,3.497475508735568
2023-07-13,79087.44000000006,79087.44000000006,75133.06800000006,77052.66470967779,2.57281723914982
2023-07-14,78948.09000000005,78948.09000000005,75000.68550000005,77647.12470965782,0.5779598284110234
2023-07-15,80387.12000000005,80387.12000000005,76367.76400000005,79703.09818476035,0.850909716929402
2023-07-16,80387.12000000005,80387.12000000005,76367.76400000005,79526.65228428942,1.0704049550607533
2023-07-17,80387.12000000005,80387.12000000005,76367.76400000005,79370.18977429476,1.2650412475347925
2023-07-18,80174.12000000007,80604.39735099707,76574.17748344722,79863.6393991248,0.9190043920886657
2023-07-19,80818.12000000007,80979.96062120941,76930.96259014893,80517.60474610284,0.5709509754756249
2023-07-20,80815.12000000007,81094.01004408131,77039.30954187724,80111.3437561329,1.211761864303228
2023-07-21,80602.12000000007,80602.12000000007,76572.01400000007,80085.18943780131,0.6413361859449334
2023-07-22,81223.12000000005,81364.48485111035,77296.26060855483,81284.62610691747,0.09814938832221123
2023-07-23,81223.12000000005,81364.48485111035,77296.26060855483,81284.62610691747,0.09814938832221123
2023-07-24,81637.12000000005,81957.63271609876,77859.75108029382,80145.36846829893,2.2112208317162043
2023-07-25,81491.15000000005,81565.14853337819,77486.89110670927,80541.41149775148,1.255115762104903
2023-07-26,81905.15000000005,81905.15000000005,77809.89250000005,81830.799738393,0.09077605206393889
2023-07-27,83106.91000000002,84125.39663092843,79919.12679938201,79764.24898147084,5.184103521782659
2023-07-28,81216.91000000002,81216.91000000002,77156.06450000001,80346.78836437673,1.0713552579423307
2023-07-29,83037.64000000001,83046.6778537996,78894.34396110961,82925.96614556773,0.14535404829122842
2023-07-30,83037.64000000001,83046.6778537996,78894.34396110961,82925.96614556773,0.14535404829122842
2023-07-31,83451.64000000001,83486.36659782843,79312.048267937,83080.54958015823,0.4860877700248997
2023-08-01,83865.64000000001,83865.64000000001,79672.35800000001,82752.7482819952,1.326993650802421
2023-08-02,83445.64000000001,83636.62127803551,79454.79021413374,82526.52041361618,1.3272904230899005
2023-08-03,83669.84000000001,83669.84000000001,79486.34800000001,81784.80167297636,2.25294840652695
2023-08-04,83459.84000000003,83459.84000000003,79286.84800000003,82019.12690716187,1.7262351483517722
2023-08-05,83459.84000000003,83459.84000000003,79286.84800000003,82019.12690716187,1.7262351483517722
2023-08-06,83459.84000000003,83459.84000000003,79286.84800000003,82019.12690716187,1.7262351483517722
2023-08-07,83459.84000000003,83459.84000000003,79286.84800000003,82055.18843090464,1.6830269134177365
2023-08-08,83459.84000000003,83459.84000000003,79286.84800000003,81826.06043849676,1.9575637354484094
2023-08-09,82625.84000000003,82625.84000000003,78494.54800000002,81816.29755093138,0.9797691001612105
2023-08-10,82625.84000000003,82625.84000000003,78494.54800000002,81927.949546432,0.8446394657748947
2023-08-11,83036.84000000005,83036.84000000005,78884.99800000005,82075.39761421319,1.1578504020466907
2023-08-12,82619.84000000005,82619.84000000005,78488.84800000004,82143.78164495842,0.576203433753483
2023-08-13,82619.84000000005,82619.84000000005,78488.84800000004,82143.78164495842,0.576203433753483
2023-08-14,82826.84000000005,82826.84000000005,78685.49800000005,82186.85843123532,0.7726741340907545
2023-08-15,82409.84000000005,82409.84000000005,78289.34800000004,82072.79112130454,0.4089910606494443
2023-08-16,82616.84000000007,82616.84000000007,78485.99800000007,81676.85895395034,1.1377596214642487
2023-08-17,82036.08000000006,82036.08000000006,77934.27600000006,80176.64010263658,2.2666123215096095
2023-08-18,81091.07000000007,81091.07000000007,77036.51650000006,80346.73224063312,0.0
2023-08-19,82388.11000000006,82388.11000000006,78268.70450000005,81758.07079613463,0.12561416850103738
2023-08-20,82971.26000000005,82971.26000000005,78822.69700000004,82006.90886348336,1.1622712931160641
2023-08-21,82971.26000000005,82971.26000000005,78822.69700000004,81856.8587601533,1.3431171707489375
2023-08-22,82554.26000000005,82554.26000000005,78426.54700000005,82223.16472168773,0.40106383160883635
2023-08-23,82761.26000000005,82944.55666747135,78797.32883409777,82944.55666747135,0.0
2023-08-24,84378.14000000006,84399.24754611572,80179.28516880993,84148.83168235848,0.29670390558922094
2023-08-25,84585.14000000007,84585.14000000007,80355.88300000006,83379.78422117248,1.425020729205618
2023-08-26,84192.09000000007,84265.82448890113,80052.53326445607,84073.1064625637,0.2287024751805704
2023-08-27,84192.09000000007,84265.82448890113,80052.53326445607,83890.95408913131,0.44486647112696653
2023-08-28,84192.09000000007,84543.61429967525,80316.43358469148,84043.12430207281,0.5919903019858878
2023-08-29,84192.09000000007,85075.9194371524,80822.12346529478,84204.02588027708,1.0248417679686797
2023-08-30,85227.09000000007,85477.98387357897,81204.08467990001,84994.01678691957,0.566189169102511
2023-08-31,87711.09000000005,88137.75275210632,83730.865114501,87448.87532567115,0.7815917752891697
2023-09-01,88978.15000000007,88978.15000000007,84529.24250000007,85760.648268808,3.6160582471000633
2023-09-02,89208.13000000006,89208.13000000006,84747.72350000005,87711.63001066333,1.6775376743540455
2023-09-03,89208.13000000006,89208.13000000006,84747.72350000005,87711.63001066333,1.6775376743540455
2023-09-04,89208.13000000006,89208.13000000006,84747.72350000005,87264.15913460894,2.1791409206662227
2023-09-05,89202.13000000006,89202.13000000006,84742.02350000005,88247.20832406728,0.7043569736244266
2023-09-06,91505.55000000008,91505.55000000008,86930.27250000006,90038.70341501664,1.60301378985584
2023-09-07,91712.55000000008,91712.55000000008,87126.92250000007,90073.65938494971,1.7869862031427102
2023-09-08,92333.55000000008,92333.55000000008,87716.87250000007,90178.6469959972,2.333824491750693
2023-09-09,92333.55000000008,92333.55000000008,87716.87250000007,90872.29376938033,1.5825842617550712
2023-09-10,92333.55000000008,92333.55000000008,87716.87250000007,90668.22240949144,1.8035996563639463
2023-09-11,92540.55000000008,92540.55000000008,87913.52250000006,88414.58395206812,4.45854930398831
2023-09-12,90525.26000000008,90525.26000000008,85998.99700000008,87904.95554883318,2.8945561174493144
2023-09-13,90108.26000000008,90108.26000000008,85602.84700000007,87475.96780054545,2.921255165125408
2023-09-14,89691.26000000008,89691.26000000008,85206.69700000007,85700.89132001778,4.44900504238908
2023-09-15,86973.2600000001,86973.2600000001,82624.59700000008,86256.62564448803,0.3356598734941964
2023-09-16,87552.74000000009,87552.74000000009,83175.10300000009,86838.04957991293,0.8162970343214435
2023-09-17,87552.74000000009,87552.74000000009,83175.10300000009,86813.29166445458,0.8445747506537374
2023-09-18,87552.74000000009,87552.74000000009,83175.10300000009,86631.286693815,1.0524551329691054
2023-09-19,87552.74000000009,87552.74000000009,83175.10300000009,86828.67833544059,0.2500333845046508
2023-09-20,88132.8200000001,88132.8200000001,83726.17900000009,87115.70715677943,1.1540681930076213
2023-09-21,87715.8200000001,87715.8200000001,83330.02900000008,86905.49082385759,0.9238118917915894
2023-09-22,87878.1500000001,87878.1500000001,83484.24250000008,87338.66464455838,0.0
2023-09-23,88942.27000000009,88942.27000000009,84495.15650000008,88167.30257401236,0.8713150968462294
2023-09-24,88942.27000000009,88942.27000000009,84495.15650000008,88130.60943330787,0.9125701049593463
2023-09-25,88942.27000000009,88942.27000000009,84495.15650000008,87567.98249599771,1.545145524172452
2023-09-26,88525.27000000009,88525.27000000009,84099.00650000008,86803.47399579683,1.9449768458240937
2023-09-27,87982.05000000009,87982.05000000009,83582.94750000008,86030.63480860008,2.217969678360539
2023-09-28,87613.83000000009,87613.83000000009,83233.13850000007,85978.84461569028,1.8661270535825316
2023-09-29,87839.37000000007,87839.37000000007,83447.40150000007,84462.36843422303,3.8445193377150124
2023-09-30,85958.37000000007,85958.37000000007,81660.45150000005,85209.94203486768,0.8706865487705131
2023-10-01,85958.37000000007,85958.37000000007,81660.45150000005,84816.58203486768,1.3283034160982674
2023-10-02,85772.01000000007,85772.01000000007,81483.40950000007,84159.04589579203,1.880525015337791
2023-10-03,86431.45000000007,86431.45000000007,82109.87750000006,84609.63161092493,2.1078188426494493
2023-10-04,85177.45000000007,85516.14026437257,81240.33325115395,84395.63595598195,1.3102840059509102
2023-10-05,85631.08000000007,85631.08000000007,81349.52600000007,83919.92786508554,1.9982839582480236
2023-10-06,85214.08000000007,85214.08000000007,80953.37600000006,84253.17050192492,0.3284490706774115
2023-10-07,86685.41000000008,86685.41000000008,82351.13950000006,86374.05323903309,0.359180121507165
2023-10-08,86685.41000000008,86685.41000000008,82351.13950000006,86093.01570164508,0.6833840877663182
2023-10-09,87099.41000000008,87099.41000000008,82744.43950000007,85993.87118622892,1.269283929444706
2023-10-10,87306.41000000009,87306.41000000009,82941.08950000009,86074.28376324115,1.4112666375343297
2023-10-11,87720.41000000009,87720.41000000009,83334.38950000008,86477.11897986551,1.4173337996648432
2023-10-12,88134.41000000009,88134.41000000009,83727.68950000008,86847.56148675026,1.4600977226146183
2023-10-13,88542.41000000009,89149.12079487876,84691.66475513481,88197.52891353541,1.0674158902058601
2023-10-14,89577.41000000008,89577.41000000008,85098.53950000007,88425.45039327396,1.2859934292877127
2023-10-15,89577.41000000008,89577.41000000008,85098.53950000007,88336.23864606838,1.3855852205725727
2023-10-16,89577.41000000008,89577.41000000008,85098.53950000007,88566.79172425505,1.128206626810296
2023-10-17,89577.41000000008,89577.41000000008,85098.53950000007,88450.38002331462,1.2581631648933116
2023-10-18,90847.22000000007,90847.22000000007,86304.85900000007,88771.31821872349,2.28504711677097
2023-10-19,89412.68000000007,89480.94756995105,85006.90019145349,88990.85284630566,0.5477084641535185
2023-10-20,89616.68000000007,89616.68000000007,85135.84600000006,89338.80259969595,0.31007330365744173
2023-10-21,90030.68000000007,90078.08608870902,85574.18178427356,89954.8193934672,0.13684426545256406
2023-10-22,90030.68000000007,90078.08608870902,85574.18178427356,89869.46588979341,0.23159928010699649
2023-10-23,90030.68000000007,90126.79719363953,85620.45733395756,88928.34085694067,1.3297447307751846
2023-10-24,89688.01000000005,89812.40520703065,85321.78494667911,89727.4682495564,0.09457152080322641
2023-10-25,90476.01000000005,90476.01000000005,85952.20950000004,88249.32609968583,2.4610765884948087
2023-10-26,89499.21000000005,89499.21000000005,85024.24950000005,88545.20588542249,1.0659357938215999
2023-10-27,90120.21000000005,90120.21000000005,85614.19950000005,87563.75615246852,2.8367153688740108
2023-10-28,89286.21000000005,89286.21000000005,84821.89950000004,87733.16056105035,1.7394057144431403
2023-10-29,89286.21000000005,89286.21000000005,84821.89950000004,87733.16056105035,1.7394057144431403
2023-10-30,89493.21000000005,89493.21000000005,85018.54950000004,87126.57451497726,2.6444860845004814
2023-10-31,88866.21000000005,88866.21000000005,84422.89950000004,87734.89750089764,1.2730513646327533
2023-11-01,89898.21000000005,89948.9726632569,85451.52403009406,88843.89665287898,1.228558790232123
2023-11-02,90105.21000000006,90105.21000000006,85599.94950000006,88991.71037048551,1.2357771870400758
2023-11-03,90726.21000000006,91046.42850499491,86494.10707974515,89058.62528652913,2.1832852217335748
2023-11-04,90720.21000000006,90720.21000000006,86184.19950000006,89195.56533027912,1.6806009043860741
2023-11-05,90720.21000000006,90720.21000000006,86184.19950000006,89195.56533027912,1.6806009043860741
2023-11-06,90720.21000000006,90720.21000000006,86184.19950000006,89300.78930588087,1.564613545448356
2023-11-07,90720.21000000006,90720.21000000006,86184.19950000006,89495.69904860482,1.349766442775262
2023-11-08,90322.47000000006,90322.47000000006,85806.34650000006,89792.28206284807,0.5869945066294019
2023-11-09,90736.47000000006,90736.47000000006,86199.64650000005,89464.00827752663,1.402370758387916
2023-11-10,90552.95000000006,90552.95000000006,86025.30250000005,90000.59089138094,0.6099846649050252
