timestamp,breach_type,daily_dd_pct,total_dd_pct,equity,balance,open_trades,floating_pnl
2023-07-27 23:00:00+00:00,daily,5.184103521782659,-32.940414969118066,79764.24898147084,81216.91000000002,29,-1452.661018529176
