trade_id,symbol,direction,entry_time,entry_price,stop_loss,take_profit,exit_time,exit_price,exit_reason,live_result_r,live_profit_usd,backtest_result_r,backtest_profit_usd,difference_usd
217,SPX500_USD,bullish,2023-05-23 00:00:00+00:00,4163.796,4041.81754411232,4236.983073532609,2023-06-26 00:00:00+00:00,,backtest_fallback,2.19,855.99,2.19,855.99,0.0
301,GBP_CHF,bullish,2023-06-25 21:00:00+00:00,1.1346688,1.124314141697306,1.1408815949816165,2023-06-26 00:00:00+00:00,1.1408815949816165,tp,0.5999999999999958,206.99999999999838,-1.03,-401.09,608.0899999999983
297,EUR_CHF,bearish,2023-06-25 21:00:00+00:00,0.97425462,0.9807242476720464,0.970372843396772,2023-06-27 13:00:00+00:00,0.9807242476720464,sl,-1.0,-417.00000000000006,-1.12,-435.21,18.209999999999923
288,GBP_AUD,bullish,2023-06-20 21:00:00+00:00,1.88638284,1.8445255885319771,1.9114971908808136,2023-06-28 00:00:00+00:00,1.9114971908808136,tp,0.5999999999999969,206.9999999999988,1.48,576.45,-369.45000000000124
277,NZD_USD,bearish,2023-06-13 21:00:00+00:00,0.6185788,0.6318910284283478,0.6105914629429913,2023-06-28 06:00:00+00:00,0.6105914629429913,tp,0.6000000000000033,207.00000000000134,-1.01,-394.81,601.8100000000013
306,GBP_USD,bearish,2023-06-27 21:00:00+00:00,1.27516514,1.2870531654725583,1.2680323247164649,2023-06-28 11:00:00+00:00,1.2680323247164649,tp,0.6,207.00000000000003,1.43,558.84,-351.84000000000003
276,NZD_CAD,bullish,2023-06-13 21:00:00+00:00,0.8248027600000001,0.8033868121051834,0.8376523287368901,2023-06-29 13:00:00+00:00,0.8033868121051834,sl,-1.0,-417.00000000000006,-1.04,-403.66,-13.340000000000032
302,AUD_NZD,bullish,2023-06-25 21:00:00+00:00,1.0821731,1.066728374969521,1.0914399350182875,2023-06-29 14:00:00+00:00,1.0914399350182875,tp,0.6,207.00000000000003,-1.0,-391.78,598.78
292,ETH_USD,bearish,2023-06-21 00:00:00+00:00,1795.11619921875,1935.5842730889767,1710.8353548966138,2023-06-30 00:00:00+00:00,,backtest_fallback,-1.0,-390.21,-1.0,-390.21,0.0
312,EUR_USD,bullish,2023-06-29 21:00:00+00:00,1.08398868,1.071217565338018,1.0916513487971893,2023-06-30 13:00:00+00:00,1.0916513487971893,tp,0.6000000000000035,207.00000000000142,1.44,560.54,-353.53999999999854
309,CAD_CHF,bearish,2023-06-29 21:00:00+00:00,0.67916796,0.6846983232497736,0.6758497420501358,2023-06-30 14:00:00+00:00,0.6758497420501358,tp,0.600000000000004,207.0000000000016,3.04,1183.8,-976.7999999999984
316,GBP_NZD,bullish,2023-07-03 21:00:00+00:00,2.05087932,2.031406096758,2.0625632539452,2023-07-03 21:00:00+00:00,2.0625632539452,tp,0.5999999999999954,206.99999999999824,2.16,843.37,-636.3700000000017
318,USD_CAD,bullish,2023-07-03 21:00:00+00:00,1.32175412,1.3156917225147178,1.3253915584911693,2023-07-04 01:00:00+00:00,1.3253915584911693,tp,0.5999999999999853,206.99999999999432,1.37,535.19,-328.19000000000574
320,NZD_CAD,bearish,2023-07-03 21:00:00+00:00,0.82059612,0.8304712554734779,0.8146710387159133,2023-07-04 04:00:00+00:00,0.8146710387159133,tp,0.6000000000000045,207.0000000000018,-1.08,-419.62,626.6200000000018
311,NZD_CAD,bullish,2023-06-29 21:00:00+00:00,0.8133,0.8017485544387082,0.8202308673367751,2023-07-04 14:00:00+00:00,0.8202308673367751,tp,0.5999999999999962,206.99999999999855,2.66,1035.87,-828.8700000000014
323,NZD_JPY,bullish,2023-07-05 21:00:00+00:00,88.560822,87.29534183706625,89.32011009776025,2023-07-05 21:00:00+00:00,89.32011009776025,tp,0.5999999999999955,206.9999999999983,-1.06,-413.11,620.1099999999983
324,NZD_JPY,bullish,2023-07-05 21:00:00+00:00,88.684,87.60760185245024,89.32983888852985,2023-07-05 21:00:00+00:00,89.32983888852985,tp,0.6,207.00000000000003,-1.07,-417.17,624.1700000000001
303,EUR_CHF,bearish,2023-06-26 21:00:00+00:00,0.98013002,0.9903677297566146,0.9739873941460312,2023-07-06 03:00:00+00:00,0.9739873941460312,tp,0.600000000000013,207.0000000000051,1.42,554.87,-347.8699999999949
310,USD_CAD,bullish,2023-06-29 21:00:00+00:00,1.32175412,1.3087772904751938,1.3295402177148838,2023-07-06 03:00:00+00:00,1.3295402177148838,tp,0.6000000000000034,207.00000000000136,1.44,560.9,-353.8999999999986
315,NZD_CAD,bullish,2023-07-02 21:00:00+00:00,0.81516,0.8002690862645148,0.8240945482412911,2023-07-06 06:00:00+00:00,0.8240945482412911,tp,0.6,207.00000000000003,1.45,563.8,-356.79999999999995
327,CAD_CHF,bearish,2023-07-05 21:00:00+00:00,0.6765398,0.6831362481888011,0.6725819310867194,2023-07-06 14:00:00+00:00,0.6725819310867194,tp,0.5999999999999966,206.99999999999872,3.06,1192.35,-985.3500000000012
328,GBP_USD,bearish,2023-07-05 21:00:00+00:00,1.27516514,1.2869857965102327,1.2680727460938603,2023-07-06 14:00:00+00:00,1.2680727460938603,tp,0.5999999999999925,206.99999999999713,-1.06,-414.74,621.7399999999972
317,GBP_NZD,bullish,2023-07-03 21:00:00+00:00,2.05334958,2.028482804132428,2.068269645520543,2023-07-06 15:00:00+00:00,2.068269645520543,tp,0.6000000000000072,207.00000000000284,1.47,571.68,-364.6799999999971
333,USD_JPY,bullish,2023-07-06 21:00:00+00:00,142.716048,140.87988484093145,143.8177458954411,2023-07-06 21:00:00+00:00,143.8177458954411,tp,0.5999999999999877,206.99999999999523,-1.04,-405.93,612.9299999999953
336,USD_CAD,bullish,2023-07-06 21:00:00+00:00,1.3277,1.3154595389093828,1.3350442766543704,2023-07-06 21:00:00+00:00,1.3350442766543704,tp,0.5999999999999964,206.99999999999864,-1.06,-413.9,620.8999999999986
326,AUD_JPY,bullish,2023-07-05 21:00:00+00:00,95.873454,94.90543334154468,96.4542663950732,2023-07-07 07:00:00+00:00,94.90543334154468,sl,-1.0,-417.00000000000006,-1.08,-420.22,3.2199999999999704
325,AUD_JPY,bullish,2023-07-05 21:00:00+00:00,95.8173,94.78618872502312,96.43596676498612,2023-07-07 12:00:00+00:00,94.78618872502312,sl,-1.0,-417.00000000000006,-1.07,-418.37,1.3699999999999477
334,USD_CHF,bearish,2023-07-06 21:00:00+00:00,0.89414726,0.9020232101453652,0.8894216899127808,2023-07-07 14:00:00+00:00,0.8894216899127808,tp,0.6000000000000056,207.00000000000225,3.08,1199.55,-992.5499999999977
338,AUD_CHF,bearish,2023-07-09 21:00:00+00:00,0.5948083399999999,0.6020072696202825,0.5904889822278304,2023-07-10 09:00:00+00:00,0.5904889822278304,tp,0.5999999999999969,206.9999999999988,1.39,542.81,-335.81000000000114
304,EUR_CHF,bearish,2023-06-26 21:00:00+00:00,0.97771364,0.9865300347739993,0.9724238031356004,2023-07-11 06:00:00+00:00,0.9724238031356004,tp,0.6000000000000151,207.0000000000059,1.41,550.26,-343.2599999999941
296,AUD_CHF,bullish,2023-06-22 21:00:00+00:00,0.59925622,0.5879388804351638,0.6060466237389017,2023-07-11 08:00:00+00:00,0.5879388804351638,sl,-1.0,-417.00000000000006,-1.07,-415.85,-1.150000000000034
298,EUR_CHF,bearish,2023-06-25 21:00:00+00:00,0.97456362,0.9831253155947748,0.9694266026431352,2023-07-11 11:00:00+00:00,0.9694266026431352,tp,0.599999999999987,206.99999999999497,1.41,549.28,-342.280000000005
344,GBP_NZD,bullish,2023-07-11 21:00:00+00:00,2.07457372,2.052933835740479,2.0875576505557127,2023-07-11 21:00:00+00:00,2.0875576505557127,tp,0.6,207.00000000000003,-1.03,-403.52,610.52
345,GBP_AUD,bullish,2023-07-11 21:00:00+00:00,1.91302068,1.8925013918616145,1.9253322528830317,2023-07-11 21:00:00+00:00,1.9253322528830317,tp,0.6000000000000152,207.00000000000597,-0.99,-387.09,594.090000000006
346,GBP_AUD,bullish,2023-07-11 21:00:00+00:00,1.9132,1.8921434353000703,1.925833938819958,2023-07-11 21:00:00+00:00,1.925833938819958,tp,0.6000000000000042,207.00000000000168,-0.99,-386.73,593.7300000000017
335,CAD_CHF,bullish,2023-07-06 21:00:00+00:00,0.66907396,0.6595874577218639,0.6747658613668817,2023-07-12 13:00:00+00:00,0.6595874577218639,sl,-1.0,-417.00000000000006,-1.08,-420.83,3.8299999999999272
294,AUD_USD,bullish,2023-06-22 21:00:00+00:00,0.66889154,0.6534690111014823,0.6781450573391106,2023-07-12 14:00:00+00:00,0.6781450573391106,tp,0.6,207.00000000000003,1.45,564.47,-357.47
339,USD_CAD,bullish,2023-07-09 21:00:00+00:00,1.32789,1.3155981432729984,1.335265114036201,2023-07-12 14:00:00+00:00,1.3155981432729984,sl,-1.0,-417.00000000000006,-1.06,-413.8,-3.2000000000000455
343,USD_CAD,bullish,2023-07-10 21:00:00+00:00,1.32592174,1.315636426517797,1.332092928089322,2023-07-12 14:00:00+00:00,1.315636426517797,sl,-1.0,-417.00000000000006,-1.07,-418.44,1.4399999999999409
347,USD_CAD,bullish,2023-07-11 21:00:00+00:00,1.32175412,1.3157365362499351,1.325364670250039,2023-07-12 14:00:00+00:00,1.3157365362499351,sl,-1.0,-417.00000000000006,-1.12,-438.61,21.609999999999957
307,EUR_USD,bearish,2023-06-28 21:00:00+00:00,1.09175024,1.112785336744608,1.0791291819532354,2023-07-12 16:00:00+00:00,1.112785336744608,sl,-1.0,-417.00000000000006,-1.04,-403.91,-13.090000000000032
321,XAG_USD,bearish,2023-07-05 00:00:00+00:00,23.2766916847229,24.5300973163455,22.524648305749334,2023-07-13 00:00:00+00:00,,backtest_fallback,-1.01,-392.33,-1.01,-392.33,0.0
329,BTC_USD,bearish,2023-07-06 00:00:00+00:00,30680.3097890625,31746.318995216967,30040.70426536982,2023-07-13 00:00:00+00:00,,backtest_fallback,-0.96,-375.58,-0.96,-375.58,0.0
330,XAG_USD,bullish,2023-07-06 00:00:00+00:00,22.68600082397461,22.15090564986408,23.00705792844093,2023-07-13 00:00:00+00:00,,backtest_fallback,3.16,1231.22,3.16,1231.22,0.0
342,BTC_USD,bearish,2023-07-10 00:00:00+00:00,30680.3097890625,31779.483872650937,30020.80533890944,2023-07-13 00:00:00+00:00,,backtest_fallback,-1.01,-392.66,-1.01,-392.66,0.0
305,AUD_USD,bearish,2023-06-27 21:00:00+00:00,0.663149,0.6827153643050929,0.6514091814169443,2023-07-13 06:00:00+00:00,0.6827153643050929,sl,-1.0,-417.00000000000006,-1.04,-404.95,-12.050000000000068
357,USD_CAD,bearish,2023-07-13 21:00:00+00:00,1.32142274,1.3334208365099771,1.3142238820940138,2023-07-13 21:00:00+00:00,1.3142238820940138,tp,0.6000000000000038,207.0000000000015,-1.02,-397.22,604.2200000000015
331,XAG_USD,bullish,2023-07-06 00:00:00+00:00,22.78479461669922,22.156483033838,23.161781566415957,2023-07-14 00:00:00+00:00,,backtest_fallback,3.16,1232.03,3.16,1232.03,0.0
348,EUR_JPY,bullish,2023-07-11 21:00:00+00:00,153.597236,150.37152311054524,155.53266373367288,2023-07-14 09:00:00+00:00,155.53266373367288,tp,0.6000000000000018,207.0000000000007,1.47,574.37,-367.3699999999993
340,CAD_JPY,bullish,2023-07-09 21:00:00+00:00,106.609756,104.68303760625876,107.76578703624476,2023-07-17 00:00:00+00:00,104.68303760625876,sl,-1.0,-417.00000000000006,-1.04,-405.18,-11.82000000000005
353,GBP_AUD,bullish,2023-07-12 21:00:00+00:00,1.91137026,1.8918780971391056,1.9230655577165363,2023-07-17 07:00:00+00:00,1.9230655577165363,tp,0.5999999999999841,206.99999999999383,-0.99,-387.85,594.8499999999939
356,NZD_JPY,bullish,2023-07-13 21:00:00+00:00,88.560822,87.61316600584665,89.12941559649201,2023-07-17 09:00:00+00:00,87.61316600584665,sl,-1.0,-417.00000000000006,-1.08,-420.87,3.8699999999999477
351,GBP_NZD,bullish,2023-07-12 21:00:00+00:00,2.05334958,2.028840304165043,2.068055145500974,2023-07-17 13:00:00+00:00,2.068055145500974,tp,0.6000000000000072,207.00000000000284,1.47,571.51,-364.50999999999715
361,AUD_NZD,bearish,2023-07-17 21:00:00+00:00,1.0832461,1.090709901547269,1.0787678190716383,2023-07-17 21:00:00+00:00,1.0787678190716383,tp,0.6000000000000357,207.00000000001396,-1.1,-429.19,636.1900000000139
349,XAU_USD,bearish,2023-07-12 00:00:00+00:00,1942.3865964355468,1971.7697136081067,1924.756726132011,2023-07-18 00:00:00+00:00,,backtest_fallback,-1.0,-391.0,-1.0,-391.0,0.0
314,EUR_NZD,bullish,2023-07-02 21:00:00+00:00,1.77022094,1.746782906671919,1.7842837599968486,2023-07-18 07:00:00+00:00,1.7842837599968486,tp,0.6000000000000019,207.00000000000077,1.46,570.96,-363.95999999999924
319,EUR_GBP,bullish,2023-07-03 21:00:00+00:00,0.8563599599999999,0.8494709018298972,0.8604933949020616,2023-07-18 07:00:00+00:00,0.8604933949020616,tp,0.5999999999999968,206.99999999999878,2.09,815.93,-608.9300000000012
300,AUD_CHF,bearish,2023-06-25 21:00:00+00:00,0.59672252,0.6188559745338782,0.5834424472796731,2023-07-18 12:00:00+00:00,0.5834424472796731,tp,0.600000000000002,207.0000000000008,1.46,570.22,-363.21999999999923
363,GBP_CAD,bullish,2023-07-18 21:00:00+00:00,1.69647098,1.675371827319874,1.7091304716080755,2023-07-18 21:00:00+00:00,1.7091304716080755,tp,0.6000000000000021,207.00000000000085,1.46,569.58,-362.5799999999992
364,GBP_CAD,bullish,2023-07-18 21:00:00+00:00,1.69999552,1.675696696797026,1.714574813921785,2023-07-18 21:00:00+00:00,1.714574813921785,tp,0.6000000000000127,207.000000000005,1.47,571.4,-364.399999999995
295,EUR_AUD,bearish,2023-06-22 21:00:00+00:00,1.62940872,1.6574452500678385,1.612586801959297,2023-07-19 08:00:00+00:00,1.6574452500678385,sl,-1.0,-417.00000000000006,-1.03,-400.43,-16.57000000000005
337,EUR_AUD,bullish,2023-07-09 21:00:00+00:00,1.6424598,1.6198813755395145,1.6560068546762914,2023-07-19 08:00:00+00:00,1.6560068546762914,tp,0.6000000000000099,207.00000000000387,1.46,570.49,-363.48999999999614
368,EUR_AUD,bullish,2023-07-19 21:00:00+00:00,1.6424598,1.6325473424108567,1.648407274553486,2023-07-19 21:00:00+00:00,1.648407274553486,tp,0.600000000000009,207.00000000000352,1.42,553.93,-346.9299999999964
362,USD_CAD,bearish,2023-07-17 21:00:00+00:00,1.32432594,1.3416073623953602,1.313957086562784,2023-07-20 01:00:00+00:00,1.313957086562784,tp,0.5999999999999923,206.99999999999704,-1.0,-389.77,596.769999999997
365,GBP_NZD,bullish,2023-07-18 21:00:00+00:00,2.07457372,2.057669133187588,2.084716472087448,2023-07-20 01:00:00+00:00,2.057669133187588,sl,-1.0,-417.00000000000006,-1.04,-407.3,-9.700000000000045
369,GBP_AUD,bullish,2023-07-19 21:00:00+00:00,1.91118,1.89227851686215,1.9225208898827104,2023-07-20 07:00:00+00:00,1.89227851686215,sl,-1.0,-417.00000000000006,1.46,567.97,-984.97
360,USD_CAD,bearish,2023-07-16 21:00:00+00:00,1.31994,1.3317819985343506,1.3128348008793895,2023-07-20 08:00:00+00:00,1.3128348008793895,tp,0.5999999999999925,206.99999999999713,-1.02,-397.54,604.5399999999971
367,USD_JPY,bullish,2023-07-19 21:00:00+00:00,139.23722800000002,137.16538602469302,140.4803331851842,2023-07-20 16:00:00+00:00,140.4803331851842,tp,0.5999999999999972,206.99999999999895,1.46,569.32,-362.3200000000011
376,GBP_JPY,bullish,2023-07-20 21:00:00+00:00,180.774798,179.0218739237797,181.82655244573215,2023-07-21 07:00:00+00:00,181.82655244573215,tp,0.5999999999999805,206.99999999999244,-1.0,-389.53,596.5299999999925
373,USD_JPY,bullish,2023-07-20 21:00:00+00:00,139.917188,137.13940130864353,141.5838600148139,2023-07-21 08:00:00+00:00,141.5838600148139,tp,0.599999999999998,206.99999999999923,1.47,572.91,-365.91000000000076
236,EUR_NZD,bullish,2023-05-24 21:00:00+00:00,1.77371616,1.721286709902846,1.8051738300582925,2023-07-21 20:00:00+00:00,1.8051738300582925,tp,0.6000000000000009,207.00000000000037,1.48,577.86,-370.8599999999997
383,GBP_JPY,bullish,2023-07-23 21:00:00+00:00,180.774798,179.02249007208115,181.8261827567513,2023-07-23 21:00:00+00:00,181.8261827567513,tp,0.5999999999999968,206.99999999999878,-1.0,-389.53,596.5299999999987
384,EUR_CAD,bullish,2023-07-23 21:00:00+00:00,1.4571,1.4335290867684098,1.471242547938954,2023-07-23 21:00:00+00:00,1.471242547938954,tp,0.5999999999999887,206.99999999999562,-0.99,-385.25,592.2499999999957
354,BTC_USD,bullish,2023-07-13 00:00:00+00:00,30669.67349609375,29264.810374368288,31512.591369129022,2023-07-24 00:00:00+00:00,,backtest_fallback,-0.96,-374.92,-0.96,-374.92,0.0
358,BTC_USD,bullish,2023-07-14 00:00:00+00:00,30669.67349609375,29242.6045273152,31525.914877360883,2023-07-24 00:00:00+00:00,,backtest_fallback,-1.01,-392.05,-1.01,-392.05,0.0
380,CAD_CHF,bullish,2023-07-23 21:00:00+00:00,0.65478856,0.6485808755592264,0.6585131706644641,2023-07-24 15:00:00+00:00,0.6585131706644641,tp,0.6000000000000035,207.00000000000142,-1.08,-419.96,626.9600000000014
391,EUR_GBP,bullish,2023-07-24 21:00:00+00:00,0.85664304,0.8486564657756839,0.8614349845345897,2023-07-24 21:00:00+00:00,0.8614349845345897,tp,0.5999999999999944,206.99999999999787,1.4,546.82,-339.8200000000022
389,CAD_CHF,bullish,2023-07-24 21:00:00+00:00,0.65588,0.6488386948455307,0.6601047830926816,2023-07-24 21:00:00+00:00,0.6601047830926816,tp,0.6,207.00000000000003,-1.11,-431.54,638.5400000000001
387,EUR_CHF,bearish,2023-07-24 21:00:00+00:00,0.96301838,0.970410808582974,0.9585829228502154,2023-07-25 12:00:00+00:00,0.9585829228502154,tp,0.600000000000015,207.00000000000588,1.39,543.87,-336.8699999999941
395,AUD_JPY,bullish,2023-07-25 21:00:00+00:00,94.535044,93.38026155130616,95.2279134692163,2023-07-25 21:00:00+00:00,95.2279134692163,tp,0.6000000000000024,207.00000000000097,-1.06,-415.33,622.330000000001
355,BTC_USD,bearish,2023-07-13 00:00:00+00:00,30680.3097890625,31773.748473036077,30024.246578678358,2023-07-26 00:00:00+00:00,,backtest_fallback,1.49,580.76,1.49,580.76,0.0
406,GBP_JPY,bullish,2023-07-26 21:00:00+00:00,179.208478,175.68371037945505,181.32333857232692,2023-07-26 21:00:00+00:00,181.32333857232692,tp,0.599999999999979,206.99999999999184,2.18,850.09,-643.0900000000082
402,CHF_JPY,bullish,2023-07-26 21:00:00+00:00,160.530746,157.82337355060244,162.15516946963854,2023-07-26 21:00:00+00:00,162.15516946963854,tp,0.6000000000000042,207.00000000000168,1.47,572.64,-365.6399999999983
403,CHF_JPY,bullish,2023-07-26 21:00:00+00:00,160.119332,157.87390228526417,161.46658982884148,2023-07-26 21:00:00+00:00,161.46658982884148,tp,0.5999999999999798,206.99999999999216,1.46,570.41,-363.4100000000078
407,EUR_USD,bullish,2023-07-26 21:00:00+00:00,1.09836496,1.0796743199814458,1.1095793440111326,2023-07-27 01:00:00+00:00,1.1095793440111326,tp,0.5999999999999976,206.99999999999912,-1.04,-405.65,612.6499999999991
374,AUD_USD,bullish,2023-07-20 21:00:00+00:00,0.6723110800000001,0.6584256788122209,0.6806423207126675,2023-07-27 02:00:00+00:00,0.6806423207126675,tp,0.5999999999999968,206.99999999999878,-1.01,-393.91,600.9099999999988
400,AUD_JPY,bullish,2023-07-26 21:00:00+00:00,94.535044,93.40882111512308,95.21077773092614,2023-07-27 03:00:00+00:00,95.21077773092614,tp,0.5999999999999874,206.99999999999514,-1.07,-415.97,622.9699999999951
370,GBP_USD,bullish,2023-07-19 21:00:00+00:00,1.2859554,1.2640123590444217,1.299121224573347,2023-07-27 08:00:00+00:00,1.299121224573347,tp,0.600000000000002,207.0000000000008,-0.99,-386.17,593.1700000000008
405,GBP_JPY,bullish,2023-07-26 21:00:00+00:00,180.774798,179.0489550669325,181.8103037598405,2023-07-27 08:00:00+00:00,181.8103037598405,tp,0.6000000000000033,207.00000000000134,-1.04,-406.95,613.9500000000013
408,EUR_JPY,bullish,2023-07-26 21:00:00+00:00,155.03558800000002,153.53377865269027,155.93667360838586,2023-07-27 09:00:00+00:00,155.93667360838586,tp,0.5999999999999962,206.99999999999855,-1.05,-409.48,616.4799999999985
392,EUR_CAD,bullish,2023-07-24 21:00:00+00:00,1.45585246,1.4337653614440222,1.4691047191335866,2023-07-27 10:00:00+00:00,1.4691047191335866,tp,0.599999999999998,206.99999999999923,1.46,570.2,-363.20000000000084
396,CAD_CHF,bullish,2023-07-25 21:00:00+00:00,0.65478856,0.6488284309279928,0.6583646374432043,2023-07-27 10:00:00+00:00,0.6488284309279928,sl,-1.0,-417.00000000000006,-1.13,-439.08,22.079999999999927
401,CAD_CHF,bullish,2023-07-26 21:00:00+00:00,0.65478856,0.6486428287188505,0.6584759987686897,2023-07-27 14:00:00+00:00,0.6584759987686897,tp,0.6000000000000036,207.00000000000145,-1.08,-420.43,627.4300000000014
398,USD_JPY,bullish,2023-07-26 21:00:00+00:00,139.917188,138.04816223324696,141.03860346005183,2023-07-27 14:00:00+00:00,141.03860346005183,tp,0.5999999999999939,206.99999999999764,2.16,842.74,-635.7400000000024
393,EUR_JPY,bullish,2023-07-24 21:00:00+00:00,155.78,153.48206403059783,157.1587615816413,2023-07-27 17:00:00+00:00,153.48206403059783,sl,-1.0,-417.00000000000006,-1.03,-402.73,-14.270000000000039
397,EUR_JPY,bullish,2023-07-25 21:00:00+00:00,155.54594,153.4895801774981,156.77975589350115,2023-07-27 17:00:00+00:00,153.4895801774981,sl,-1.0,-417.00000000000006,-1.04,-404.22,-12.78000000000003
410,EUR_JPY,bullish,2023-07-26 21:00:00+00:00,155.54594,153.40092765903591,156.83294740457845,2023-07-27 17:00:00+00:00,153.40092765903591,sl,-1.0,-417.00000000000006,-1.03,-403.64,-13.36000000000007
409,EUR_JPY,bullish,2023-07-26 21:00:00+00:00,155.469,153.49934517126945,156.65079289723832,2023-07-27 17:00:00+00:00,153.49934517126945,sl,-1.0,-417.00000000000006,-1.04,-404.85,-12.150000000000034
399,AUD_JPY,bullish,2023-07-26 21:00:00+00:00,94.785,93.46196120090178,95.57882327945892,2023-07-27 18:00:00+00:00,93.46196120090178,sl,-1.0,-417.00000000000006,-1.06,-412.11,-4.890000000000043
359,NZD_JPY,bullish,2023-07-16 21:00:00+00:00,88.42,85.88576410321417,89.9405415380715,2023-07-27 19:00:00+00:00,85.88576410321417,sl,-1.0,-417.00000000000006,-1.03,-401.54,-15.460000000000036
416,GBP_JPY,bullish,2023-07-27 21:00:00+00:00,180.774798,178.95731329750814,181.8652888214951,2023-07-27 21:00:00+00:00,178.95731329750814,sl,-1.0,-417.00000000000006,1.45,567.35,-984.3500000000001
417,EUR_JPY,bullish,2023-07-27 21:00:00+00:00,155.477,153.28778996910478,156.79052601853715,2023-07-27 21:00:00+00:00,153.28778996910478,sl,-1.0,-417.00000000000006,1.46,570.08,-987.0800000000002
341,SPX500_USD,bullish,2023-07-10 00:00:00+00:00,4415.326,4244.286862211567,4517.94948267306,2023-07-28 00:00:00+00:00,,backtest_fallback,1.49,581.73,1.49,581.73,0.0
352,AUD_USD,bearish,2023-07-12 21:00:00+00:00,0.67857202,0.6932978015836023,0.6697365510498386,2023-07-28 00:00:00+00:00,0.6697365510498386,tp,0.600000000000003,207.0000000000012,1.45,563.58,-356.57999999999885
394,USD_JPY,bullish,2023-07-25 21:00:00+00:00,140.239,138.06615774193233,141.54270535484062,2023-07-28 03:00:00+00:00,141.54270535484062,tp,0.6000000000000052,207.00000000000205,-1.03,-403.46,610.4600000000021
413,USD_JPY,bullish,2023-07-27 21:00:00+00:00,139.917188,138.0644006451579,141.0288604129053,2023-07-28 03:00:00+00:00,141.0288604129053,tp,0.6000000000000031,207.00000000000125,2.16,842.6,-635.5999999999988
418,CAD_JPY,bullish,2023-07-27 21:00:00+00:00,105.398876,103.72792625066468,106.4014458496012,2023-07-28 03:00:00+00:00,106.4014458496012,tp,0.6000000000000051,207.00000000000202,1.45,565.93,-358.9299999999979
371,CAD_JPY,bullish,2023-07-19 21:00:00+00:00,106.609756,104.3771687098412,107.9493083740953,2023-07-28 04:00:00+00:00,104.3771687098412,sl,-1.0,-417.00000000000006,-1.03,-403.1,-13.900000000000034
381,GBP_AUD,bullish,2023-07-23 21:00:00+00:00,1.91302068,1.8924567118637956,1.9253590608817228,2023-07-28 06:00:00+00:00,1.9253590608817228,tp,0.6000000000000065,207.0000000000026,1.46,569.22,-362.2199999999974
375,GBP_AUD,bullish,2023-07-20 21:00:00+00:00,1.90937,1.87888238510083,1.927662568939502,2023-07-28 07:00:00+00:00,1.927662568939502,tp,0.5999999999999985,206.99999999999946,1.47,573.85,-366.8500000000006
415,GBP_CHF,bullish,2023-07-27 21:00:00+00:00,1.1137305,1.1058481533537656,1.1184599079877406,2023-07-28 16:00:00+00:00,1.1184599079877406,tp,0.6000000000000113,207.00000000000443,1.4,546.33,-339.3299999999956
390,EUR_AUD,bullish,2023-07-24 21:00:00+00:00,1.6424598,1.6183072802555838,1.6569513118466497,2023-07-28 17:00:00+00:00,1.6569513118466497,tp,0.6000000000000036,207.00000000000145,1.46,571.33,-364.32999999999856
422,AUD_CHF,bearish,2023-07-30 21:00:00+00:00,0.5856,0.5928956212007305,0.5812226272795618,2023-07-30 21:00:00+00:00,0.5812226272795618,tp,0.599999999999997,206.99999999999886,2.1,818.3,-611.3000000000011
421,AUD_CHF,bearish,2023-07-30 21:00:00+00:00,0.58579464,0.5927991305238636,0.581591945685682,2023-07-30 21:00:00+00:00,0.581591945685682,tp,0.5999999999999936,206.99999999999756,2.09,816.63,-609.6300000000024
419,AUD_JPY,bullish,2023-07-30 21:00:00+00:00,94.535044,93.36040532118572,95.23982720728856,2023-07-31 08:00:00+00:00,95.23982720728856,tp,0.5999999999999928,206.99999999999721,-1.02,-397.74,604.7399999999973
414,CAD_CHF,bullish,2023-07-27 21:00:00+00:00,0.65478856,0.6465278156197175,0.6597450066281695,2023-07-31 12:00:00+00:00,0.6597450066281695,tp,0.6000000000000054,207.00000000000216,-1.05,-408.25,615.2500000000022
420,GBP_AUD,bullish,2023-07-30 21:00:00+00:00,1.91302068,1.8789039290221996,1.9334907305866804,2023-08-01 08:00:00+00:00,1.9334907305866804,tp,0.6000000000000039,207.00000000000153,1.47,574.87,-367.86999999999847
404,AUD_NZD,bullish,2023-07-26 21:00:00+00:00,1.08497,1.0751941168433967,1.090835529893962,2023-08-01 14:00:00+00:00,1.0751941168433967,sl,-1.0,-417.00000000000006,-1.08,-419.92,2.919999999999959
427,AUD_NZD,bullish,2023-07-31 21:00:00+00:00,1.08208,1.075249289523133,1.08617842628612,2023-08-01 14:00:00+00:00,1.075249289523133,sl,-1.0,-417.00000000000006,-1.11,-432.82,15.819999999999936
388,EUR_NZD,bullish,2023-07-24 21:00:00+00:00,1.77543744,1.744748412545423,1.7938508564727462,2023-08-01 23:00:00+00:00,1.7938508564727462,tp,0.6000000000000029,207.00000000000117,1.47,573.91,-366.90999999999883
424,XAG_USD,bullish,2023-07-31 00:00:00+00:00,24.456007469177244,24.025735685516345,24.714170539373782,2023-08-02 00:00:00+00:00,,backtest_fallback,-1.02,-396.8,-1.02,-396.8,0.0
430,NZD_CHF,bearish,2023-08-01 21:00:00+00:00,0.53843288,0.5441107399683673,0.5350261640189796,2023-08-02 00:00:00+00:00,0.5350261640189796,tp,0.5999999999999961,206.99999999999852,1.36,531.92,-324.92000000000144
