time,Open,High,Low,Close,Volume
2004-05-31,1.6759,1.6759,1.6759,1.6759,2.0
2004-06-30,1.66305,1.6664,1.6206,1.6206,52.0
2004-07-31,1.63065,1.6372,1.59555,1.601,52.0
2004-08-31,1.60235,1.63115,1.5766,1.5936,54.0
2004-09-30,1.5821,1.5958,1.5585,1.56605,52.0
2004-10-31,1.56565,1.5747,1.5468,1.5594,52.0
2004-11-30,1.5579,1.5772,1.53965,1.5772,52.0
2004-12-31,1.5847,1.66545,1.5847,1.62765,52.0
2005-01-31,1.62735,1.63845,1.5831,1.613,1236284.0
2005-02-28,1.6132,1.6547,1.59015,1.6367,1041152.0
2005-03-31,1.6368,1.6394,1.5625,1.56805,1177216.0
2005-04-30,1.56745,1.6282,1.5637,1.61945,1114527.0
2005-05-31,1.61945,1.62435,1.5193,1.52045,1156840.0
2005-06-30,1.52045,1.5398,1.4773,1.48545,1332142.0
2005-07-31,1.48525,1.499,1.4516,1.4764,1303578.0
2005-08-31,1.4764,1.5142,1.4519,1.4796,1405820.0
2005-09-30,1.4798,1.495,1.39445,1.399,1278962.0
2005-10-31,1.3991,1.44065,1.38535,1.41255,1369856.0
2005-11-30,1.41255,1.42585,1.36405,1.36905,1326724.0
2005-12-31,1.36885,1.405,1.35465,1.3765,1141840.0
2006-01-31,1.3769,1.4253,1.3727,1.3773,852589.0
2006-02-28,1.3773,1.38655,1.34955,1.35305,308976.0
2006-03-31,1.35295,1.4226,1.35145,1.4161,432144.0
2006-04-30,1.416,1.4366,1.3841,1.4015,397303.0
2006-05-31,1.4016,1.4459,1.3916,1.4122,607874.0
2006-06-30,1.4123,1.4325,1.3798,1.4279,522236.0
2006-07-31,1.4277,1.451,1.4099,1.4503,506357.0
2006-08-31,1.4504,1.45905,1.41025,1.4171,489680.0
2006-09-30,1.4174,1.435,1.4062,1.4178,443613.0
2006-10-31,1.4178,1.4481,1.4122,1.4443,520185.0
2006-11-30,1.4443,1.5277,1.4336,1.527,539284.0
2006-12-31,1.5265,1.54,1.5098,1.5389,624216.0
2007-01-31,1.5389,1.5507,1.5083,1.5346,882187.0
2007-02-28,1.5347,1.5541,1.5167,1.5458,664555.0
