time,Open,High,Low,Close,Volume
2023-01-01 22:00:00,1.63765,1.63787,1.63343,1.63514,1323.0
2023-01-02 02:00:00,1.63543,1.63912,1.63393,1.63596,205.0
2023-01-02 06:00:00,1.63614,1.637,1.63129,1.63362,20330.0
2023-01-02 10:00:00,1.63362,1.63666,1.63354,1.63608,50911.0
2023-01-02 14:00:00,1.6361,1.63664,1.63274,1.63529,19856.0
2023-01-02 18:00:00,1.63544,1.63646,1.63458,1.63565,214.0
2023-01-02 22:00:00,1.63563,1.6404,1.6339,1.64024,27303.0
2023-01-03 02:00:00,1.64019,1.64258,1.63504,1.63689,28545.0
2023-01-03 06:00:00,1.63687,1.63732,1.62158,1.62331,48844.0
2023-01-03 10:00:00,1.62333,1.6408,1.62248,1.63926,49653.0
2023-01-03 14:00:00,1.63928,1.64258,1.63308,1.63516,71407.0
2023-01-03 18:00:00,1.63514,1.63916,1.63496,1.63578,42613.0
2023-01-03 22:00:00,1.63595,1.63806,1.63516,1.6362,30331.0
2023-01-04 02:00:00,1.6362,1.63717,1.6342,1.63552,33706.0
2023-01-04 06:00:00,1.6355,1.64364,1.63188,1.63492,59141.0
2023-01-04 10:00:00,1.6349,1.6373,1.62912,1.62938,54782.0
2023-01-04 14:00:00,1.62932,1.63324,1.62386,1.6274,76518.0
2023-01-04 18:00:00,1.62738,1.62932,1.62478,1.6248,53206.0
2023-01-04 22:00:00,1.6252,1.62899,1.62406,1.62691,27078.0
2023-01-05 02:00:00,1.62695,1.6284,1.62456,1.6247,38185.0
2023-01-05 06:00:00,1.6247,1.62631,1.62245,1.62472,49245.0
2023-01-05 10:00:00,1.62477,1.62559,1.61272,1.61336,57748.0
2023-01-05 14:00:00,1.61335,1.61844,1.61213,1.61697,76767.0
2023-01-05 18:00:00,1.61698,1.61864,1.61508,1.61628,43422.0
2023-01-05 22:00:00,1.61607,1.61672,1.61491,1.61539,40761.0
2023-01-06 02:00:00,1.61542,1.61764,1.61504,1.61562,39216.0
