time,Open,High,Low,Close,Volume
2023-01-01 22:00:00,0.63012,0.63129,0.62718,0.62921,75374.0
2023-01-02 22:00:00,0.62971,0.63282,0.62634,0.62959,103742.0
2023-01-03 22:00:00,0.63002,0.63861,0.62892,0.63574,106910.0
2023-01-04 22:00:00,0.63518,0.63607,0.63102,0.63208,96789.0
2023-01-05 22:00:00,0.63272,0.63878,0.63171,0.63796,110972.0
2023-01-08 22:00:00,0.63824,0.64234,0.63641,0.637,90092.0
2023-01-09 22:00:00,0.63681,0.63784,0.6336,0.63622,93510.0
2023-01-10 22:00:00,0.63485,0.64395,0.63485,0.64324,75962.0
2023-01-11 22:00:00,0.6426,0.6484,0.64241,0.64627,139571.0
2023-01-12 22:00:00,0.64664,0.64978,0.64374,0.64632,96836.0
2023-01-15 22:00:00,0.64637,0.6478,0.64352,0.64426,83012.0
2023-01-16 22:00:00,0.64414,0.64638,0.63842,0.64412,106834.0
2023-01-17 22:00:00,0.6442,0.64736,0.63548,0.63613,141370.0
2023-01-18 22:00:00,0.63571,0.63638,0.63006,0.633,105938.0
2023-01-19 22:00:00,0.63288,0.64208,0.63266,0.64122,87759.0
2023-01-22 22:00:00,0.64096,0.6496,0.64021,0.64787,94644.0
2023-01-23 22:00:00,0.64818,0.65206,0.64554,0.64992,76228.0
2023-01-24 22:00:00,0.64962,0.6572,0.64872,0.65202,89620.0
2023-01-25 22:00:00,0.65188,0.65497,0.6509,0.65473,96905.0
2023-01-26 22:00:00,0.65348,0.65676,0.65348,0.65489,75027.0
2023-01-29 22:00:00,0.654,0.65592,0.6505,0.65306,79611.0
2023-01-30 22:00:00,0.65322,0.65338,0.6455,0.64626,85560.0
2023-01-31 22:00:00,0.64618,0.64956,0.64536,0.64842,102511.0
2023-02-01 22:00:00,0.64863,0.65007,0.64518,0.64622,105383.0
2023-02-02 22:00:00,0.64588,0.64688,0.64076,0.641,99003.0
2023-02-05 22:00:00,0.64108,0.64294,0.63574,0.63892,81305.0
2023-02-06 22:00:00,0.63866,0.64404,0.6377,0.64156,117327.0
2023-02-07 22:00:00,0.64156,0.64288,0.6371,0.63765,76417.0
2023-02-08 22:00:00,0.63809,0.64272,0.63736,0.63968,73953.0
2023-02-09 22:00:00,0.63958,0.6418,0.63824,0.6391,84291.0
2023-02-12 22:00:00,0.63964,0.64148,0.63779,0.64044,68702.0
2023-02-13 22:00:00,0.64107,0.64441,0.638,0.64392,130569.0
2023-02-14 22:00:00,0.64362,0.64409,0.63506,0.63775,88957.0
2023-02-15 22:00:00,0.63797,0.63954,0.63414,0.63686,98325.0
2023-02-16 22:00:00,0.63644,0.63728,0.63444,0.63568,80550.0
2023-02-19 22:00:00,0.6358,0.63941,0.63506,0.63795,62269.0
2023-02-20 22:00:00,0.63793,0.63876,0.63494,0.63608,83479.0
2023-02-21 22:00:00,0.63561,0.63674,0.63181,0.63378,86138.0
2023-02-22 22:00:00,0.63348,0.63737,0.63297,0.6358,68087.0
2023-02-23 22:00:00,0.63549,0.63704,0.63078,0.63308,78962.0
